subject,group,practice,other_type,timepoint,acc,n,chain,nplus,acc_plus,nneg,acc_neg
58,immediate,C,T,2,0.333333333333333,15,1,6,0.333333333333333,9,0.333333333333333
58,immediate,C,NA,2,0.6,15,2,NA,NA,NA,NA
58,immediate,S,NA,2,0.8,15,3,NA,NA,NA,NA
58,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
58,immediate,T,NA,2,0.533333333333333,15,5,8,1,7,0
59,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
59,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
59,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
59,immediate,T,C,1,0.266666666666667,15,4,NA,NA,NA,NA
59,immediate,T,NA,1,0.666666666666667,15,5,NA,NA,NA,NA
59,immediate,C,T,2,0.466666666666667,15,1,4,1,11,0.272727272727273
59,immediate,C,NA,2,0.4,15,2,NA,NA,NA,NA
59,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
59,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
59,immediate,T,NA,2,0.666666666666667,15,5,10,1,5,0
60,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
60,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
60,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
60,immediate,T,C,1,0.533333333333333,15,4,NA,NA,NA,NA
60,immediate,T,NA,1,0.6,15,5,NA,NA,NA,NA
60,immediate,C,T,2,0.8,15,1,8,1,7,0.571428571428571
60,immediate,C,NA,2,0.466666666666667,15,2,NA,NA,NA,NA
60,immediate,S,NA,2,0.666666666666667,15,3,NA,NA,NA,NA
60,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
60,immediate,T,NA,2,0.533333333333333,15,5,9,0.888888888888889,6,0
61,delay,C,T,1,NA,15,1,NA,NA,NA,NA
61,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
61,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
61,delay,T,C,1,0.6,15,4,NA,NA,NA,NA
61,delay,T,NA,1,0.6,15,5,NA,NA,NA,NA
61,delay,C,T,3,0.266666666666667,15,1,9,0.444444444444444,6,0
61,delay,C,NA,3,0.0666666666666667,15,2,NA,NA,NA,NA
61,delay,S,NA,3,0.6,15,3,NA,NA,NA,NA
61,delay,T,C,3,NA,15,4,NA,NA,NA,NA
61,delay,T,NA,3,0.533333333333333,15,5,9,0.888888888888889,6,0
62,delay,C,T,1,NA,15,1,NA,NA,NA,NA
62,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
62,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
62,delay,T,C,1,0.733333333333333,15,4,NA,NA,NA,NA
62,delay,T,NA,1,0.933333333333333,15,5,NA,NA,NA,NA
62,delay,C,T,3,0.6,15,1,11,0.636363636363636,4,0.5
62,delay,C,NA,3,0.8,15,2,NA,NA,NA,NA
62,delay,S,NA,3,0.8,15,3,NA,NA,NA,NA
62,delay,T,C,3,NA,15,4,NA,NA,NA,NA
62,delay,T,NA,3,0.866666666666667,15,5,14,0.928571428571429,1,0
63,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
63,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
63,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
63,immediate,T,C,1,0.6,15,4,NA,NA,NA,NA
63,immediate,T,NA,1,0.466666666666667,15,5,NA,NA,NA,NA
63,immediate,C,T,2,0.333333333333333,15,1,9,0.444444444444444,6,0.166666666666667
63,immediate,C,NA,2,0.466666666666667,15,2,NA,NA,NA,NA
63,immediate,S,NA,2,0.933333333333333,15,3,NA,NA,NA,NA
63,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
63,immediate,T,NA,2,0.466666666666667,15,5,7,1,8,0
64,delay,C,T,1,NA,15,1,NA,NA,NA,NA
64,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
64,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
64,delay,T,C,1,0.933333333333333,15,4,NA,NA,NA,NA
64,delay,T,NA,1,0.733333333333333,15,5,NA,NA,NA,NA
64,delay,C,T,3,0.533333333333333,15,1,14,0.5,1,1
64,delay,C,NA,3,0.466666666666667,15,2,NA,NA,NA,NA
64,delay,S,NA,3,0.666666666666667,15,3,NA,NA,NA,NA
64,delay,T,C,3,NA,15,4,NA,NA,NA,NA
64,delay,T,NA,3,0.666666666666667,15,5,11,0.909090909090909,4,0
65,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
65,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
65,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
65,immediate,T,C,1,0.4,15,4,NA,NA,NA,NA
65,immediate,T,NA,1,0.4,15,5,NA,NA,NA,NA
65,immediate,C,T,2,0.333333333333333,15,1,6,0.5,9,0.222222222222222
65,immediate,C,NA,2,0.466666666666667,15,2,NA,NA,NA,NA
65,immediate,S,NA,2,0.666666666666667,15,3,NA,NA,NA,NA
65,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
65,immediate,T,NA,2,0.4,15,5,6,1,9,0
66,delay,C,T,1,NA,15,1,NA,NA,NA,NA
66,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
66,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
66,delay,T,C,1,0.4,15,4,NA,NA,NA,NA
66,delay,T,NA,1,0.333333333333333,15,5,NA,NA,NA,NA
66,delay,C,T,3,0.2,15,1,6,0.166666666666667,9,0.222222222222222
66,delay,C,NA,3,0.0666666666666667,15,2,NA,NA,NA,NA
66,delay,S,NA,3,0.4,15,3,NA,NA,NA,NA
66,delay,T,C,3,NA,15,4,NA,NA,NA,NA
66,delay,T,NA,3,0.333333333333333,15,5,5,1,10,0
67,delay,C,T,1,NA,15,1,NA,NA,NA,NA
67,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
67,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
67,delay,T,C,1,0.266666666666667,15,4,NA,NA,NA,NA
67,delay,T,NA,1,0.266666666666667,15,5,NA,NA,NA,NA
67,delay,C,T,3,0.133333333333333,15,1,4,0.25,11,0.0909090909090909
67,delay,C,NA,3,0.0666666666666667,15,2,NA,NA,NA,NA
67,delay,S,NA,3,0.0666666666666667,15,3,NA,NA,NA,NA
67,delay,T,C,3,NA,15,4,NA,NA,NA,NA
67,delay,T,NA,3,0.133333333333333,15,5,4,0.5,11,0
68,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
68,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
68,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
68,immediate,T,C,1,1,15,4,NA,NA,NA,NA
68,immediate,T,NA,1,0.933333333333333,15,5,NA,NA,NA,NA
68,immediate,C,T,2,1,15,1,15,1,0,0
68,immediate,C,NA,2,0.8,15,2,NA,NA,NA,NA
68,immediate,S,NA,2,1,15,3,NA,NA,NA,NA
68,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
68,immediate,T,NA,2,0.933333333333333,15,5,14,1,1,0
69,delay,C,T,1,NA,15,1,NA,NA,NA,NA
69,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
69,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
69,delay,T,C,1,0.8,15,4,NA,NA,NA,NA
69,delay,T,NA,1,0.6,15,5,NA,NA,NA,NA
69,delay,C,T,3,0.466666666666667,15,1,12,0.5,3,0.333333333333333
69,delay,C,NA,3,0.466666666666667,15,2,NA,NA,NA,NA
69,delay,S,NA,3,0.666666666666667,15,3,NA,NA,NA,NA
69,delay,T,C,3,NA,15,4,NA,NA,NA,NA
69,delay,T,NA,3,0.533333333333333,15,5,9,0.888888888888889,6,0
70,delay,C,T,1,NA,15,1,NA,NA,NA,NA
70,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
70,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
70,delay,T,C,1,0.866666666666667,15,4,NA,NA,NA,NA
70,delay,T,NA,1,0.6,15,5,NA,NA,NA,NA
70,delay,C,T,3,0.533333333333333,15,1,13,0.615384615384615,2,0
70,delay,C,NA,3,0.333333333333333,15,2,NA,NA,NA,NA
70,delay,S,NA,3,0.733333333333333,15,3,NA,NA,NA,NA
70,delay,T,C,3,NA,15,4,NA,NA,NA,NA
70,delay,T,NA,3,0.533333333333333,15,5,9,0.888888888888889,6,0
71,delay,C,T,1,NA,15,1,NA,NA,NA,NA
71,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
71,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
71,delay,T,C,1,0.133333333333333,15,4,NA,NA,NA,NA
71,delay,T,NA,1,0.266666666666667,15,5,NA,NA,NA,NA
71,delay,C,T,3,0.133333333333333,15,1,2,0,13,0.153846153846154
71,delay,C,NA,3,0.133333333333333,15,2,NA,NA,NA,NA
71,delay,S,NA,3,0.266666666666667,15,3,NA,NA,NA,NA
71,delay,T,C,3,NA,15,4,NA,NA,NA,NA
71,delay,T,NA,3,0.2,15,5,4,0.75,11,0
72,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
72,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
72,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
72,immediate,T,C,1,0.866666666666667,15,4,NA,NA,NA,NA
72,immediate,T,NA,1,0.733333333333333,15,5,NA,NA,NA,NA
72,immediate,C,T,2,0.733333333333333,15,1,13,0.769230769230769,2,0.5
72,immediate,C,NA,2,0.666666666666667,15,2,NA,NA,NA,NA
72,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
72,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
72,immediate,T,NA,2,0.8,15,5,11,1,4,0.25
73,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
73,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
73,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
73,immediate,T,C,1,0.666666666666667,15,4,NA,NA,NA,NA
73,immediate,T,NA,1,0.6,15,5,NA,NA,NA,NA
73,immediate,C,T,2,0.933333333333333,15,1,10,0.9,5,1
73,immediate,C,NA,2,0.333333333333333,15,2,NA,NA,NA,NA
73,immediate,S,NA,2,0.8,15,3,NA,NA,NA,NA
73,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
73,immediate,T,NA,2,0.6,15,5,9,1,6,0
74,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
74,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
74,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
74,immediate,T,C,1,0.6,15,4,NA,NA,NA,NA
74,immediate,T,NA,1,0.733333333333333,15,5,NA,NA,NA,NA
74,immediate,C,T,2,0.666666666666667,15,1,9,0.444444444444444,6,1
74,immediate,C,NA,2,0.6,15,2,NA,NA,NA,NA
74,immediate,S,NA,2,0.933333333333333,15,3,NA,NA,NA,NA
74,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
74,immediate,T,NA,2,0.733333333333333,15,5,11,1,4,0
75,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
75,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
75,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
75,immediate,T,C,1,0.533333333333333,15,4,NA,NA,NA,NA
75,immediate,T,NA,1,0.733333333333333,15,5,NA,NA,NA,NA
75,immediate,C,T,2,0.6,15,1,8,0.75,7,0.428571428571429
75,immediate,C,NA,2,0.266666666666667,15,2,NA,NA,NA,NA
75,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
75,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
75,immediate,T,NA,2,0.666666666666667,15,5,11,0.909090909090909,4,0
76,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
76,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
76,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
76,immediate,T,C,1,0.466666666666667,15,4,NA,NA,NA,NA
76,immediate,T,NA,1,0.333333333333333,15,5,NA,NA,NA,NA
76,immediate,C,T,2,0.333333333333333,15,1,7,0.571428571428571,8,0.125
76,immediate,C,NA,2,0.2,15,2,NA,NA,NA,NA
76,immediate,S,NA,2,0.666666666666667,15,3,NA,NA,NA,NA
76,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
76,immediate,T,NA,2,0.266666666666667,15,5,5,0.8,10,0
77,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
77,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
77,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
77,immediate,T,C,1,0.4,15,4,NA,NA,NA,NA
77,immediate,T,NA,1,0.666666666666667,15,5,NA,NA,NA,NA
77,immediate,C,T,2,0.4,15,1,6,0.666666666666667,9,0.222222222222222
77,immediate,C,NA,2,0.733333333333333,15,2,NA,NA,NA,NA
77,immediate,S,NA,2,1,15,3,NA,NA,NA,NA
77,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
77,immediate,T,NA,2,0.6,15,5,10,0.9,5,0
78,delay,C,T,1,NA,15,1,NA,NA,NA,NA
78,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
78,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
78,delay,T,C,1,0.666666666666667,15,4,NA,NA,NA,NA
78,delay,T,NA,1,0.866666666666667,15,5,NA,NA,NA,NA
78,delay,C,T,3,0.2,15,1,10,0.2,5,0.2
78,delay,C,NA,3,0.533333333333333,15,2,NA,NA,NA,NA
78,delay,S,NA,3,0.733333333333333,15,3,NA,NA,NA,NA
78,delay,T,C,3,NA,15,4,NA,NA,NA,NA
78,delay,T,NA,3,0.6,15,5,13,0.692307692307692,2,0
79,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
79,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
79,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
79,immediate,T,C,1,0.6,15,4,NA,NA,NA,NA
79,immediate,T,NA,1,0.733333333333333,15,5,NA,NA,NA,NA
79,immediate,C,T,2,0.6,15,1,9,0.333333333333333,6,1
79,immediate,C,NA,2,0.466666666666667,15,2,NA,NA,NA,NA
79,immediate,S,NA,2,1,15,3,NA,NA,NA,NA
79,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
79,immediate,T,NA,2,0.733333333333333,15,5,11,1,4,0
80,delay,C,T,1,NA,15,1,NA,NA,NA,NA
80,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
80,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
80,delay,T,C,1,0.466666666666667,15,4,NA,NA,NA,NA
80,delay,T,NA,1,0.266666666666667,15,5,NA,NA,NA,NA
80,delay,C,T,3,0.0666666666666667,15,1,7,0,8,0.125
80,delay,C,NA,3,0.133333333333333,15,2,NA,NA,NA,NA
80,delay,S,NA,3,0.333333333333333,15,3,NA,NA,NA,NA
80,delay,T,C,3,NA,15,4,NA,NA,NA,NA
80,delay,T,NA,3,0.2,15,5,4,0.75,11,0
81,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
81,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
81,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
81,immediate,T,C,1,0.666666666666667,15,4,NA,NA,NA,NA
81,immediate,T,NA,1,0.466666666666667,15,5,NA,NA,NA,NA
81,immediate,C,T,2,0.8,15,1,10,0.9,5,0.6
81,immediate,C,NA,2,0.533333333333333,15,2,NA,NA,NA,NA
81,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
81,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
81,immediate,T,NA,2,0.466666666666667,15,5,7,1,8,0
82,delay,C,T,1,NA,15,1,NA,NA,NA,NA
82,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
82,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
82,delay,T,C,1,0.6,15,4,NA,NA,NA,NA
82,delay,T,NA,1,0.466666666666667,15,5,NA,NA,NA,NA
82,delay,C,T,3,0.266666666666667,15,1,9,0.444444444444444,6,0
82,delay,C,NA,3,0.333333333333333,15,2,NA,NA,NA,NA
82,delay,S,NA,3,0.6,15,3,NA,NA,NA,NA
82,delay,T,C,3,NA,15,4,NA,NA,NA,NA
82,delay,T,NA,3,0.4,15,5,7,0.857142857142857,8,0
83,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
83,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
83,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
83,immediate,T,C,1,0.733333333333333,15,4,NA,NA,NA,NA
83,immediate,T,NA,1,1,15,5,NA,NA,NA,NA
83,immediate,C,T,2,0.466666666666667,15,1,11,0.454545454545455,4,0.5
83,immediate,C,NA,2,0.6,15,2,NA,NA,NA,NA
83,immediate,S,NA,2,0.8,15,3,NA,NA,NA,NA
83,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
83,immediate,T,NA,2,1,15,5,15,1,0,0
84,delay,C,T,1,NA,15,1,NA,NA,NA,NA
84,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
84,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
84,delay,T,C,1,0.333333333333333,15,4,NA,NA,NA,NA
84,delay,T,NA,1,0.6,15,5,NA,NA,NA,NA
84,delay,C,T,3,0.333333333333333,15,1,5,0.4,10,0.3
84,delay,C,NA,3,0.133333333333333,15,2,NA,NA,NA,NA
84,delay,S,NA,3,0.533333333333333,15,3,NA,NA,NA,NA
84,delay,T,C,3,NA,15,4,NA,NA,NA,NA
84,delay,T,NA,3,0.4,15,5,9,0.555555555555556,6,0.166666666666667
85,delay,C,T,1,NA,15,1,NA,NA,NA,NA
85,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
85,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
85,delay,T,C,1,0.866666666666667,15,4,NA,NA,NA,NA
85,delay,T,NA,1,0.866666666666667,15,5,NA,NA,NA,NA
85,delay,C,T,3,0.6,15,1,13,0.538461538461538,2,1
85,delay,C,NA,3,0.533333333333333,15,2,NA,NA,NA,NA
85,delay,S,NA,3,0.933333333333333,15,3,NA,NA,NA,NA
85,delay,T,C,3,NA,15,4,NA,NA,NA,NA
85,delay,T,NA,3,0.8,15,5,13,0.923076923076923,2,0
86,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
86,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
86,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
86,immediate,T,C,1,0.466666666666667,15,4,NA,NA,NA,NA
86,immediate,T,NA,1,0.333333333333333,15,5,NA,NA,NA,NA
86,immediate,C,T,2,0.4,15,1,7,0.571428571428571,8,0.25
86,immediate,C,NA,2,0.266666666666667,15,2,NA,NA,NA,NA
86,immediate,S,NA,2,0.733333333333333,15,3,NA,NA,NA,NA
86,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
86,immediate,T,NA,2,0.266666666666667,15,5,5,0.8,10,0
87,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
87,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
87,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
87,immediate,T,C,1,0.6,15,4,NA,NA,NA,NA
87,immediate,T,NA,1,0.4,15,5,NA,NA,NA,NA
87,immediate,C,T,2,0.466666666666667,15,1,9,0.444444444444444,6,0.5
87,immediate,C,NA,2,0.6,15,2,NA,NA,NA,NA
87,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
87,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
87,immediate,T,NA,2,0.4,15,5,6,1,9,0
88,immediate,C,T,1,NA,15,1,NA,NA,NA,NA
88,immediate,C,NA,1,NA,15,2,NA,NA,NA,NA
88,immediate,S,NA,1,NA,15,3,NA,NA,NA,NA
88,immediate,T,C,1,0.933333333333333,15,4,NA,NA,NA,NA
88,immediate,T,NA,1,1,15,5,NA,NA,NA,NA
88,immediate,C,T,2,0.933333333333333,15,1,14,0.928571428571429,1,1
88,immediate,C,NA,2,0.933333333333333,15,2,NA,NA,NA,NA
88,immediate,S,NA,2,0.866666666666667,15,3,NA,NA,NA,NA
88,immediate,T,C,2,NA,15,4,NA,NA,NA,NA
88,immediate,T,NA,2,1,15,5,15,1,0,0
89,delay,C,T,1,NA,15,1,NA,NA,NA,NA
89,delay,C,NA,1,NA,15,2,NA,NA,NA,NA
89,delay,S,NA,1,NA,15,3,NA,NA,NA,NA
89,delay,T,C,1,0.666666666666667,15,4,NA,NA,NA,NA
89,delay,T,NA,1,0.866666666666667,15,5,NA,NA,NA,NA
89,delay,C,T,3,0.6,15,1,10,0.7,5,0.4
89,delay,C,NA,3,0.466666666666667,15,2,NA,NA,NA,NA
89,delay,S,NA,3,0.733333333333333,15,3,NA,NA,NA,NA
89,delay,T,C,3,NA,15,4,NA,NA,NA,NA
89,delay,T,NA,3,0.8,15,5,13,0.923076923076923,2,0
